"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LGALS1",1.22368124693079e-08,3.5370448854549,0.528,0.341,0.00025053649849661
"BET1",1.2296473616506e-08,-1.13925131390664,0.255,0.451,0.000251758000824343
"AKT3",1.28073188998743e-08,-1.17064699173527,0.088,0.225,0.000262217047156026
"BNIP3L",1.31330879392364e-08,-0.647189076206632,0.644,0.827,0.000268886842467927
"HIST2H2AC",1.32720818579445e-08,-0.452737504210309,0.57,0.786,0.000271732603959557
"HLA-E",1.33192499943193e-08,-0.677227177445929,0.95,0.988,0.000272698324383693
"ZNF334",1.34089224128263e-08,-1.0116194918349,0.095,0.237,0.000274534277480206
"SLC35A1",1.402384541704e-08,-0.908559148267973,0.43,0.63,0.000287124211068478
"GOLM1",1.51599333119697e-08,-1.1014501642297,0.068,0.191,0.000310384474629268
"RNF138P1",1.58625319263667e-08,0.527168515543446,0.972,0.965,0.000324769478660432
"TSPO",1.5957863043483e-08,-0.69399872990795,0.6,0.792,0.000326721287952271
"RBM10",1.6270403985005e-08,-0.74073177514656,0.247,0.445,0.000333120251188993
"RBMX",1.67622667858369e-08,-0.522801921848229,0.957,1,0.000343190650173226
"ZNF473",1.69203639853073e-08,-1.5872379673508,0.043,0.145,0.000346427532235181
"ATP6V0A1",1.70960660738139e-08,-1.00904665097264,0.136,0.301,0.000350024856795267
"AIF1",1.77912885973899e-08,-0.278156574117677,0.79,0.965,0.00036425884274296
"PYCARD",1.90902132602336e-08,-0.834711169236102,0.811,0.936,0.000390853026290023
"MFAP1",2.02495857693053e-08,-0.907642769128621,0.27,0.457,0.000414590019040756
"SUPT16H",2.0445686145269e-08,-0.413840856383512,0.478,0.711,0.000418604978138238
"ZNF225",2.13357693008239e-08,-1.66591534828085,0.069,0.191,0.000436828540665068
"SLC29A3",2.2987178198438e-08,-2.48258944354131,0.044,0.145,0.00047063948643482
"GNL2",2.38465431521416e-08,-0.51884707058027,0.484,0.699,0.000488234124496948
"ARMCX1",2.39264153149371e-08,-1.24741329129979,0.218,0.399,0.000489869427158023
"MCTP1",2.48542282199369e-08,-0.778066827779897,0.371,0.607,0.000508865468574987
"RANBP9",2.4900589333318e-08,1.60104325364758,0.535,0.324,0.000509814666010353
"N4BP2L2",2.52109588866756e-08,-0.512970730507502,0.793,0.89,0.000516169172245796
"TRIQK",2.5497883713859e-08,-0.68486020961338,0.158,0.329,0.000522043671157549
"ZFP36L2",2.55312811185409e-08,-0.437741436287278,0.908,0.971,0.000522727449621007
"ANKRD36",2.62589306724579e-08,-0.524466375349448,0.795,0.925,0.000537625346587902
"NARFL",2.62917281730962e-08,-0.912040628482828,0.056,0.168,0.000538296842615971
"SART3",2.65375010787292e-08,-0.752745469102073,0.225,0.416,0.000543328797085902
"NUP107",2.69625667929862e-08,-0.721495386803363,0.446,0.665,0.000552031592519599
"COL5A1",2.70826501867482e-08,-0.561283382000926,0.062,0.179,0.000554490179923483
"CYTL1",2.81726978803121e-08,-0.4928903611271,0.708,0.89,0.000576807816401509
"IARS",2.84539726874724e-08,-0.560574825013418,0.751,0.913,0.00058256663680331
"SIK1",2.84683776639439e-08,-0.517742060298784,0.096,0.231,0.000582861564291588
"DHRS7B",2.87104336797854e-08,-1.53955284243411,0.111,0.254,0.000587817419159926
"TEX30",3.05066519060726e-08,-0.585438624863851,0.405,0.618,0.000624593191124931
"ANK3",3.17914488645417e-08,-1.59429851180679,0.041,0.139,0.000650898124052626
"TCEA2",3.29983113054174e-08,-0.890419886531938,0.076,0.202,0.000675607425667117
"KCTD6",3.31611083543036e-08,-1.88084630339662,0.044,0.145,0.000678940532446013
"FAR2",3.32932307876829e-08,-0.876218949430832,0.233,0.434,0.000681645607147021
"SKIL",3.39006380414309e-08,2.71518048146845,0.873,0.85,0.000694081663260256
"FXYD5",3.3992728032289e-08,-0.487137732349478,0.856,0.96,0.000695967113733085
"ZNF83",3.40328817874645e-08,-0.954093037085654,0.483,0.688,0.000696789221716548
"GPR89A",3.46720621699005e-08,-0.947782640816162,0.26,0.457,0.000709875800866544
"POLA1",3.49086558008833e-08,-1.01143360481301,0.12,0.272,0.000714719818867285
"ATP6V0E1",3.64307583587326e-08,-0.54005968670795,0.686,0.844,0.00074588334663669
"AP3M2",3.65866329456045e-08,-0.724588826690201,0.116,0.266,0.000749074722928306
"LXN",3.68534023862499e-08,-0.739606219437713,0.406,0.607,0.000754536560456081
"FAM133A",3.7713390799224e-08,-1.44340777299977,0.025,0.104,0.000772143963223313
"ATXN7L3B",3.77620853959186e-08,-1.08451802672616,0.388,0.578,0.000773140936396038
"BTN2A1",3.87951490204967e-08,-1.45159352821219,0.127,0.277,0.000794291881045649
"HIST1H2AM",4.05064228586834e-08,-0.592820271784108,0.167,0.341,0.000829328501608684
"ZNF483",4.07354387536512e-08,0.639445380971594,0.985,0.983,0.000834017373042254
"DDX50",4.1149592741636e-08,-0.933781757470391,0.413,0.601,0.000842496761792255
"TMEM60",4.151440013863e-08,-1.02835139104577,0.213,0.387,0.00084996582843831
"DDOST",4.39866747347053e-08,-0.543820292094436,0.822,0.942,0.000900583178518357
"NOL8",4.60660629860317e-08,-0.698070951107761,0.423,0.636,0.000943156573576013
"MBP",4.64477363657206e-08,-0.865281978422435,0.195,0.376,0.000950970954351764
"FAM63A",4.72594904379796e-08,-1.83152733588017,0.061,0.173,0.000967590807227195
"IRGQ",4.87271361043712e-08,1.27924082895957,0.996,0.994,0.000997639384600895
"NAALADL1",5.01510138776134e-08,-1.28742800390037,0.126,0.272,0.00102679185813026
"GPM6B",5.26303867167717e-08,-0.942953786171234,0.057,0.168,0.00107755453763918
"EID1",5.56769823274963e-08,-0.411531416846845,0.901,0.977,0.00113993053617316
"UBA6",5.70349805526956e-08,2.09392234217808,0.586,0.399,0.00116773419183589
"ERAP2",5.83635397353946e-08,-1.2017794954833,0.819,0.89,0.00119493511254247
"RNASE4",5.87436842876308e-08,-1.59649440659341,0.058,0.168,0.00120271819210495
"SEPP1",5.96307418874471e-08,-1.65407324675202,0.351,0.503,0.00122087980940359
"SDR39U1",5.99405621330673e-08,-0.939048253888067,0.201,0.382,0.00122722306911242
"RRM1",6.01242973859183e-08,-0.405107771891411,0.424,0.636,0.00123098486467929
"PTPN22",6.13149243715408e-08,-0.946905205695927,0.182,0.353,0.00125536176158293
"SLC25A11",6.69513979488823e-08,-0.754589074893683,0.302,0.497,0.00137076292160542
"MAPRE2",6.78361879983059e-08,-0.570530562128319,0.776,0.89,0.00138887811307731
"RNF146",6.79754915600368e-08,-0.498212215588766,0.166,0.335,0.00139173021420019
"PDE4B",7.00919668367646e-08,-0.420322228706463,0.338,0.538,0.00143506292901592
"TMEM59",7.17363290027897e-08,-0.478644456318127,0.938,0.971,0.00146872960000312
"TMEM67",7.31595759948821e-08,-1.38196119726241,0.188,0.353,0.00149786915891922
"KIAA1147",7.38509582242067e-08,-0.435687841649142,0.294,0.503,0.00151202451868241
"RARRES3",7.489698254656e-08,-0.632688195828522,0.365,0.555,0.00153344082065827
"DDX31",7.62088043257009e-08,-1.09502846525426,0.036,0.127,0.0015602990597644
"ASTE1",7.82548725260351e-08,-1.44026354717389,0.121,0.266,0.00160219026009804
"DYNLT3",7.97121569155542e-08,-0.624471215076343,0.369,0.572,0.00163202670068906
"PLCL2",8.17017413585417e-08,-0.873087850356765,0.121,0.266,0.00167276145257478
"NIPA2",8.28077920939632e-08,1.00527645724191,0.85,0.769,0.0016954067353318
"MUT",8.36586171523828e-08,-0.665827818626573,0.178,0.347,0.00171282652757789
"DAB2",8.79499849914635e-08,-0.934711454735418,0.103,0.243,0.00180068799271522
"RPL31",9.05818429454274e-08,-0.27554818182365,0.999,1,0.00185457265246468
"MEA1",9.11889018682874e-08,-0.591653458040338,0.537,0.734,0.00186700157685132
"LOC100505812",9.48790108918113e-08,0.281052328592972,0.93,0.908,0.00194255286899894
"ITM2A",1.01929364455894e-07,-0.496415400486669,0.759,0.85,0.00208690180786998
"DND1",1.03613067831352e-07,-1.22441938406547,0.034,0.121,0.0021213739507791
"MAP9",1.0385241020313e-07,-0.406938190749913,0.076,0.197,0.00212627424649888
"APH1B",1.04895080498126e-07,-0.952418835403465,0.13,0.277,0.00214762187811864
"CETN3",1.06196885048642e-07,-0.877499431884613,0.241,0.416,0.00217427502448589
"CCDC174",1.06383690283438e-07,-0.554640444149627,0.256,0.445,0.0021780996748631
"CD300A",1.08655443761698e-07,-0.802933167853246,0.248,0.428,0.00222461155557701
"JKAMP",1.12425396861888e-07,-0.500849770595994,0.541,0.717,0.0023017975753503
"ZNF616",1.17548007586848e-07,-1.90208263738804,0.057,0.162,0.00240667790733313
"GALK2",1.19861823359933e-07,-1.43672214202124,0.212,0.387,0.00245405097147127
"LOC100505715",1.23333017773338e-07,-0.940750016497371,0.095,0.225,0.00252512020589133
"C21orf59",1.24172657928131e-07,-0.938132815315476,0.448,0.618,0.00254231099842056
"RBM4B",1.25087588964768e-07,-0.94668694138378,0.442,0.636,0.00256104329646467
"GSTM5",1.28010407338904e-07,-0.711484636425901,0.358,0.543,0.00262088507985672
"PPP2R2D",1.33422469195216e-07,-0.884306054013977,0.066,0.179,0.00273169163430285
"EIF4EBP3",1.34622285093435e-07,-1.26352746553959,0.133,0.277,0.00275625666500298
"KGFLP1",1.35652898016669e-07,-0.925175400290411,0.157,0.318,0.00277735743399329
"C1orf228",1.37439459615189e-07,2.25327348324531,0.362,0.168,0.00281393549616139
"MTERF4",1.3819416395524e-07,-0.918223369767977,0.118,0.26,0.00282938731281959
"TRO",1.4221780173792e-07,-0.560015745961197,0.237,0.41,0.00291176727278217
"GHITM",1.4298148221079e-07,-0.688684920681991,0.873,0.931,0.00292740286678372
"LST1",1.43386601979249e-07,-0.429852874613615,0.593,0.798,0.00293569728892314
"HNRNPF",1.46638137795048e-07,-0.756453602671997,0.653,0.803,0.0030022692332158
"TBCC",1.46822412901041e-07,-0.825967895868716,0.514,0.699,0.00300604208173591
"ECH1",1.4731599366293e-07,-0.45419491637049,0.96,0.994,0.00301614765425483
"RPS18",1.47681369188426e-07,-0.277959795721069,1,1,0.00302362835276383
"AKR1A1",1.51772080267934e-07,-0.509942675768732,0.724,0.902,0.00310738157140567
"SRSF1",1.53583438750403e-07,-0.509216866216363,0.689,0.855,0.00314446732497576
"DPYD",1.55791067027812e-07,-0.769986008992981,0.241,0.416,0.00318966630632743
"UCKL1-AS1",1.58862937414258e-07,0.557005140015914,0.979,0.983,0.00325255978061952
"RCSD1",1.60039059544548e-07,-0.55310392967526,0.429,0.647,0.00327663970511507
"HDAC1",1.60627307427219e-07,-0.656565282269113,0.463,0.665,0.00328868349226488
"ENPP4",1.66863748160677e-07,-1.3692776715331,0.097,0.225,0.00341636837984171
"KIAA0922",1.68737767359803e-07,-0.368300398269369,0.162,0.324,0.00345473704892461
"MYO18A",1.78081186876346e-07,-1.18910584526603,0.048,0.145,0.00364603422010631
"HSP90AB1",1.79985501631734e-07,-0.407319782502718,0.999,1,0.00368502316040813
"SRSF4",1.80180699327434e-07,1.38425872103452,0.494,0.295,0.00368901963802988
"SYK",1.90047208759976e-07,-0.816401005630355,0.767,0.902,0.00389102655215176
"SRSF7",1.92664422838387e-07,-0.592321308900635,0.869,0.96,0.00394461139319314
"FIBP",1.93143717196349e-07,-0.468606370266341,0.543,0.74,0.00395442446587806
"ODF2",1.94746217818928e-07,-0.777133714573068,0.27,0.457,0.00398723406362473
"TRANK1",1.97143551924985e-07,-1.43137999019856,0.108,0.243,0.00403631708211214
"SPDYE3",2.00646179799762e-07,-0.272703176343263,0.266,0.462,0.00410802988522032
"SELT",2.04191052231238e-07,-0.668027152854591,0.616,0.763,0.00418060760338237
"SERPINI1",2.0954080309683e-07,-0.261736231979255,0.108,0.243,0.00429013840260451
"CCDC173",2.13330182779305e-07,0.345951497586837,0.048,0.145,0.0043677221622235
"ATF7IP",2.14578551930354e-07,-0.747169620681377,0.395,0.59,0.00439328127222207
"SUOX",2.22433382478282e-07,-1.80437658986185,0.186,0.347,0.00455410107286035
"AGPAT5",2.28192961907071e-07,-0.619590568586173,0.256,0.439,0.00467202270208538
"NUCB2",2.38587837426716e-07,-0.434431618756083,0.858,0.983,0.00488484738347458
"HEXA",2.41969489547701e-07,-0.602514020526583,0.563,0.763,0.00495408332899963
"GMPR2",2.45713332632899e-07,-0.93561532957516,0.409,0.601,0.00503073477232598
"ERLEC1",2.45915914726514e-07,-0.59682030486728,0.404,0.607,0.00503488243811065
"CTSA",2.46817868969033e-07,-0.931360337762423,0.221,0.393,0.00505334904927198
"RUFY3",2.50289921667943e-07,1.49529479449024,0.775,0.63,0.00512443585622947
"PRDX2",2.52052890615177e-07,-0.511802393456282,0.76,0.896,0.00516053088245513
"MRPS18B",2.53566815695947e-07,-0.616363588984592,0.463,0.671,0.00519152698455882
"ID1",2.55976255030889e-07,4.8499778034708,0.216,0.052,0.00524085784550242
"FAM212A",2.57539160379289e-07,-1.03396815342179,0.18,0.335,0.00527285676960557
"FAM216A",2.57562128530886e-07,-0.692765131017128,0.484,0.665,0.00527332701954137
"SET",2.58901121119207e-07,0.757835582253248,1,1,0.00530074155379465
"EVI2B",2.66914278850794e-07,-0.420011442700942,0.496,0.682,0.00546480294519115
"ST13",2.67349951038782e-07,-0.539876120041896,0.92,0.965,0.00547372289756802
