"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BNIP2",1.03018341550911e-51,-0.549963491566442,0.336,0.558,1.01586386603354e-47
"TOMM7",1.03680923509354e-51,0.792101993961772,0.981,0.97,1.02239758672574e-47
"RALB",1.04812349942306e-51,-0.621533708481858,0.296,0.501,1.03355458278108e-47
"THNSL2",1.44043383002542e-51,0.390165221441805,0.343,0.084,1.42041179978807e-47
"GIT2",1.45070504552025e-51,-0.324806412286936,0.122,0.307,1.43054024538751e-47
"BCL3",1.49090121607188e-51,-0.433701153317868,0.132,0.322,1.47017768916848e-47
"CBX1",1.54042237827622e-51,0.473909616789102,0.639,0.377,1.51901050721818e-47
"SORBS2",1.57373155280886e-51,-0.292114607000518,0.061,0.203,1.55185668422482e-47
"PTOV1",1.63765697796551e-51,0.442063866999702,0.766,0.534,1.61489354597179e-47
"SH3GLB1",1.68183253174769e-51,-0.658377143484699,0.488,0.677,1.6584550595564e-47
"CUTA",2.38152127464096e-51,0.569934595384894,0.905,0.762,2.34841812892345e-47
"FAM101B",2.72692864596704e-51,-0.770599916576128,0.143,0.323,2.6890243377881e-47
"SLC39A8",3.42009607114493e-51,-0.282435762935737,0.074,0.227,3.37255673575601e-47
"TMEM150C",3.53066162685887e-51,-0.277196365300012,0.051,0.183,3.48158543024554e-47
"HECA",3.97156734364428e-51,-0.289391701382263,0.088,0.251,3.91636255756762e-47
"PIGP",5.02653022874626e-51,0.454891307984386,0.59,0.311,4.95666145856669e-47
"POSTN",6.90048473197912e-51,-0.68496097250082,0.04,0.161,6.80456799420461e-47
"FAM126A",7.74424452424407e-51,-0.279743767561424,0.071,0.222,7.63659952535708e-47
"ELOVL1",8.72490714682441e-51,-0.382576855538203,0.171,0.376,8.60363093748355e-47
"SLC44A2",8.77984216674063e-51,-0.572066335329621,0.213,0.411,8.65780236062293e-47
"PRKCH",9.40388733496316e-51,-0.500508623918736,0.162,0.353,9.27317330100717e-47
"ENO1",1.10907355831413e-50,-0.692082958616673,0.751,0.892,1.09365743585357e-46
"FAM89A",1.16033339798122e-50,-0.467114994232767,0.097,0.261,1.14420476374928e-46
"TNK2",1.51781865269128e-50,-0.300565480762711,0.057,0.194,1.49672097341887e-46
"CASP3",1.65134849940091e-50,-0.313705266183438,0.101,0.271,1.62839475525923e-46
"ANXA2",1.70078833698003e-50,-0.963242567877194,0.867,0.921,1.67714737909601e-46
"RPL31",1.75790928124367e-50,0.78409481916417,1,1,1.73347434223438e-46
"SPP1",1.80092492257103e-50,-2.22772689600573,0.017,0.101,1.7758920661473e-46
"PRR7",1.91040111655146e-50,0.466244830176314,0.368,0.112,1.88384654103139e-46
