"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"LOC101929427",3.30434807876158e-26,0.35132705402669,0.105,0.012,5.74593087415851e-22
"LSM2",3.3177775771626e-26,0.448650491441206,0.527,0.36,5.76928342892805e-22
"TGFBR2",4.26957423415326e-26,-0.752091566325528,0.252,0.396,7.4243626357691e-22
"SELENBP1",4.29206176908461e-26,0.452116311359237,0.227,0.088,7.46346621026123e-22
"F8",4.47207055931256e-26,-0.254180503704343,0.031,0.133,7.77648349558862e-22
"SMOC2",4.50565009126393e-26,-0.274908453793651,0.037,0.146,7.83487494369884e-22
"TIMM44",4.66787101511524e-26,0.270678262859773,0.281,0.128,8.1169609081839e-22
"ND6",4.70382812691642e-26,0.545153702526733,0.381,0.223,8.17948672989497e-22
"PCK2",4.75116195413138e-26,0.36772427817436,0.182,0.057,8.26179552203905e-22
"ANXA2",4.82708459064451e-26,1.00362357488321,0.871,0.792,8.39381739467173e-22
"FARP1",5.03188588144073e-26,0.26218833367571,0.282,0.128,8.74994635923729e-22
"IGSF23",5.14465807143387e-26,0.771500982208426,0.12,0.02,8.94604592041635e-22
"NDUFS7",5.32442953730383e-26,0.546614183687721,0.67,0.554,9.25865052241764e-22
"EHHADH",5.66144664733546e-26,0.282351422441264,0.131,0.026,9.84468957505163e-22
"NPW",5.73383538709173e-26,0.579851913510835,0.125,0.022,9.97056635461382e-22
"NMB",5.85988329058151e-26,0.34687394643278,0.265,0.116,1.01897510539922e-21
"WIPI2",6.10806621595718e-26,0.289486421433577,0.275,0.124,1.06213163429279e-21
"ADH1A",6.2143037266359e-26,0.289359017964044,0.104,0.012,1.08060527502472e-21
"FSTL1",6.64258933203131e-26,-0.308707556953758,0.072,0.2,1.15507985894693e-21
"TAGLN2",6.80712801565963e-26,0.677352833154314,0.861,0.769,1.18369149064305e-21
"SIGIRR",6.81844640660397e-26,0.474613836982732,0.477,0.313,1.18565964564436e-21
"EDF1",8.28676929027291e-26,0.571397819202638,0.867,0.825,1.44098631188556e-21
"EPHB6",8.35476511940988e-26,0.28940772030177,0.154,0.039,1.45281010661418e-21
"RPS4X",8.58205996020027e-26,0.569750344991893,0.991,0.993,1.49233440647922e-21
"ALDH5A1",8.60998860757076e-26,0.275666208790491,0.139,0.03,1.49719091897048e-21
"ARFIP2",8.6533676510847e-26,0.283993920989026,0.281,0.13,1.50473410084712e-21
"CYCS",9.56210007738035e-26,0.364089949264058,0.78,0.677,1.66275358245567e-21
"GPNMB",9.84466342926761e-26,-0.363154423928466,0.017,0.107,1.71188852371534e-21
"CALM1",1.01730996035848e-25,-0.636354418147156,0.682,0.783,1.76900029006737e-21
"LOC107987373",1.09252498065866e-25,0.2504704987767,0.153,0.038,1.89979168886734e-21
"DYNLL1",1.09293710848274e-25,0.571471715481775,0.892,0.851,1.90050833794064e-21
"CACNA2D4",1.19282228543385e-25,0.268769195656617,0.131,0.026,2.07419867214093e-21
"SCOC",1.21405017641249e-25,0.380847625180097,0.463,0.297,2.11111185176368e-21
"CYP2D6",1.35555352833368e-25,1.20648193075616,0.172,0.054,2.35717203041944e-21
"LINC01485",1.36186418522446e-25,0.844194618408019,0.143,0.035,2.36814563168681e-21
"DENND10",1.37852694457131e-25,0.335820230248626,0.331,0.172,2.39712050391505e-21
"EBNA1BP2",1.43809432601735e-25,0.364551158170937,0.354,0.195,2.50070222351157e-21
"PDIA3",1.46099898785616e-25,0.779018772112395,0.672,0.561,2.54053113998308e-21
"XIST",1.4696874038412e-25,0.401638940742936,0.321,0.158,2.55563942653946e-21
"WDR45B",1.51393795640359e-25,0.359580673259839,0.449,0.277,2.63258671239019e-21
"SRD5A3",1.59234860399828e-25,0.35539790988461,0.309,0.152,2.76893498749261e-21
"MTLN",1.82650636078443e-25,0.380790496534779,0.441,0.276,3.17611191076805e-21
"LARP4",1.92009676455808e-25,0.274945573701103,0.248,0.105,3.33885626389004e-21
"MRPS6",2.00295756724453e-25,0.411579162584253,0.456,0.293,3.48294291368152e-21
"SNRK",2.21450157487158e-25,-0.300326773738564,0.1,0.235,3.8507967885442e-21
"NADK2",2.3682565634656e-25,0.30152124728976,0.179,0.056,4.11816133821033e-21
"GID8",2.49773362930343e-25,0.311946196202559,0.377,0.214,4.34330900799574e-21
"MFGE8",2.51751328966826e-25,-1.04211041103139,0.162,0.296,4.37770385940413e-21
"FNBP1",2.55614697207396e-25,-0.292332189804858,0.136,0.288,4.44488396973941e-21
"MRPL15",2.63435423007378e-25,0.354832185125981,0.313,0.159,4.58087857067529e-21
"S100A11",2.67089886991039e-25,1.52747987778219,0.833,0.875,4.64442604488717e-21
"RPRD1A",2.81725068586972e-25,0.250249107685819,0.273,0.123,4.89891721765885e-21
"PSPH",2.82116848705797e-25,0.295106871881362,0.219,0.084,4.9057298821451e-21
"ACOT13",2.88741515359478e-25,0.541048900238924,0.314,0.165,5.02092621058597e-21
"TACO1",2.98896044742143e-25,0.263655079035879,0.22,0.085,5.19750332202113e-21
"EVL",3.26255393538881e-25,-0.29274770169341,0.119,0.261,5.6732550382476e-21
"NDUFAF6",3.34967263067308e-25,0.252331970379118,0.202,0.072,5.82474573747743e-21
"TRAPPC1",3.49701548931106e-25,0.562533940230079,0.651,0.529,6.08096023436301e-21
"TNFRSF21",3.60093788744203e-25,0.311239430555133,0.237,0.098,6.26167089247295e-21
"SAT1",3.6234011290024e-25,-1.07810424792372,0.755,0.812,6.30073222322227e-21
"SORBS3",3.62591438293071e-25,-0.256476111682001,0.101,0.239,6.30510252047821e-21
"CTSA",3.70852502806412e-25,0.807830490816808,0.547,0.423,6.4487541713007e-21
"HOOK2",4.20846197195485e-25,0.254722807678835,0.298,0.142,7.31809452303229e-21
"MRPL46",4.3448424107187e-25,0.292121941638144,0.26,0.116,7.55524646799874e-21
"ASPSCR1",4.51845676820648e-25,0.329719158182628,0.25,0.107,7.85714447423425e-21
"COMT",4.94226653927516e-25,0.669792678683008,0.552,0.41,8.59410728514558e-21
"PSMB6",5.0657700147531e-25,0.685468272244889,0.647,0.528,8.80886747865417e-21
"SULT1A1",5.29901059064426e-25,0.34245246730665,0.243,0.104,9.2144495160713e-21
"COPZ1",5.78274009913365e-25,0.470272725259262,0.483,0.326,1.00556067583835e-20
"SNU13",5.81279814160688e-25,0.478284898774124,0.757,0.655,1.01078746884402e-20
"G6PC",6.51211527371652e-25,0.365113064717822,0.121,0.022,1.13239172494657e-20
"LRPPRC",6.56638163023668e-25,0.268392656465056,0.298,0.145,1.14182810168186e-20
"RPL19",7.45815314986805e-25,0.603179814301219,0.991,0.994,1.29689825123055e-20
"NAA38",7.46752288100789e-25,0.488828093772921,0.692,0.569,1.29852755377846e-20
"ND5",7.79145305956757e-25,1.16200224382174,0.865,0.813,1.3548557725282e-20
"SSR1",1.02353280220167e-24,0.472187360751087,0.531,0.387,1.77982118974849e-20
"TMEM14B",1.04568211432064e-24,0.630039816250389,0.521,0.383,1.81833662859216e-20
"GLYCTK",1.09003139984246e-24,0.331181237058692,0.184,0.062,1.89545560118606e-20
"HGFAC",1.10377433249787e-24,0.34453218729537,0.114,0.019,1.91935318678055e-20
"ANAPC15",1.18564976017198e-24,0.27813312151212,0.296,0.142,2.06172636796305e-20
"ERP29",1.19036399255954e-24,0.50083733900514,0.702,0.585,2.06992394666179e-20
"CCL2",1.30597049410708e-24,-0.821493182430436,0.074,0.199,2.27095209220279e-20
"ITIH3",1.32822771978049e-24,0.803767668856894,0.179,0.06,2.3096551819263e-20
"TUBA4A",1.48059506596431e-24,0.521076344676127,0.366,0.203,2.57460676020533e-20
"TSPAN7",1.5558221024916e-24,-0.277215655310309,0.048,0.158,2.70541905402265e-20
"SLC25A33",1.57893546078538e-24,0.261565867782075,0.204,0.075,2.74561087275971e-20
"TM9SF2",1.61526643247481e-24,0.379432205707268,0.554,0.403,2.80878679943045e-20
"SFT2D2",1.61629845215269e-24,0.305402760339701,0.341,0.186,2.81058137844831e-20
"TOB1",1.63579911118128e-24,0.425203725814983,0.529,0.366,2.84449107443313e-20
"TKFC",1.66154383219339e-24,0.452784031101469,0.201,0.074,2.88925856980109e-20
"QDPR",1.80482704477436e-24,0.3424123129164,0.271,0.127,3.13841374815814e-20
"ELP5",1.82266161071967e-24,0.41480489096112,0.278,0.135,3.16942627488043e-20
"NONO",1.93259044827592e-24,0.391314829918152,0.592,0.434,3.360581530507e-20
"SEC14L2",1.93501870647657e-24,0.274491819822189,0.138,0.033,3.3648040286921e-20
"TMED5",1.98586954998853e-24,0.344509003783485,0.328,0.174,3.45322856047506e-20
"PPCS",2.07200454573982e-24,0.348677291198144,0.393,0.231,3.60300870458698e-20
"S100A2",2.0976936454717e-24,0.34229498237273,0.103,0.013,3.64767948011074e-20
"XPO1",2.24711251754544e-24,0.301329457550624,0.389,0.223,3.90750395675977e-20
"ARPC1B",2.30866736508207e-24,1.91009038869241,0.755,0.694,4.01454168114122e-20
"CALU",2.34657879484738e-24,0.419828111225697,0.512,0.339,4.08046586636011e-20
"CAPRIN1",2.58732458428218e-24,0.30594328819984,0.371,0.21,4.49909871960829e-20
"FMC1",3.0032637855636e-24,0.340186524963273,0.347,0.192,5.22237539671654e-20
"SMPDL3A",3.03222185390903e-24,0.311885076142499,0.242,0.104,5.27273058176242e-20
"FAM3C",3.13405162402374e-24,0.469613378896171,0.461,0.301,5.44980236901489e-20
"SUDS3",3.29351943745373e-24,0.303312473530494,0.37,0.211,5.72710094978829e-20
"TTYH3",3.38164750693415e-24,0.261619003122749,0.219,0.086,5.88034684980779e-20
"ARPC2",3.4474925962874e-24,-0.445405783150218,0.729,0.822,5.99484487568416e-20
"DDRGK1",3.62664931229401e-24,0.452575905968162,0.449,0.293,6.30638048914805e-20
"LYPLA2",3.76523451224631e-24,0.342226635373404,0.321,0.169,6.5473662933451e-20
"ANLN",3.87160410788966e-24,0.294321255294761,0.118,0.021,6.73233238320933e-20
"HNRNPAB",3.95473716911122e-24,0.385960505938193,0.405,0.247,6.87689246336749e-20
"CCDC80",3.98673579360887e-24,-0.327329356915988,0.019,0.106,6.93253487150647e-20
"CHI3L1",4.08602445945319e-24,0.671273843746868,0.126,0.025,7.10518793254315e-20
"ZMPSTE24",4.21531428680972e-24,0.300982727298106,0.331,0.178,7.33001001333342e-20
"PLOD2",4.22764674003719e-24,0.609800427722667,0.271,0.133,7.35145491625068e-20
"DTYMK",4.28013771378916e-24,0.438636875151455,0.332,0.179,7.44273147050798e-20
"CORO1A",4.53566876581006e-24,-0.775417244283279,0.11,0.234,7.88707441686712e-20
"F10",4.96566771912118e-24,0.518522979377118,0.261,0.121,8.63479959677982e-20
"RNASET2",6.00030972190043e-24,0.606846845688252,0.502,0.33,1.04339385754127e-19
"RPL36AL",6.17862096625523e-24,0.533724006075209,0.867,0.832,1.07440039982212e-19
