"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NDUFC1",2.39840565236947e-49,0.328184513363989,0.417,0.287,3.84728250696587e-45
"ANAPC11",2.82580906995693e-49,0.315463749875753,0.45,0.314,4.53288032911791e-45
"STAU1",3.03920757826673e-49,0.307016567426519,0.413,0.277,4.87519287629766e-45
"ZNF638",3.33053337098519e-49,0.358954739878392,0.461,0.326,5.34250858039734e-45
"ATP5G2",3.62871540129942e-49,0.406650153267659,0.593,0.474,5.82082237522439e-45
"NDUFB1",3.96847238389839e-49,0.349313882177636,0.471,0.34,6.36582655101141e-45
"GPI",7.9966951895391e-49,0.262530594209047,0.314,0.188,1.28274987535397e-44
"SEMA3C",8.32047654542204e-49,-0.520427892571874,0.124,0.232,1.33468764265115e-44
"STRBP",8.40272623501962e-49,0.268997615693996,0.24,0.128,1.3478813153595e-44
"CST3",1.08564398156982e-48,0.448773998551741,0.671,0.522,1.74148151083615e-44
"ILF3",1.09188185666863e-48,0.309994285741655,0.49,0.355,1.75148768628215e-44
"PRKDC",1.1030662695546e-48,0.28087814874357,0.338,0.209,1.76942860299253e-44
"CLINT1",1.19618755047835e-48,0.340085745891335,0.452,0.317,1.91880444972232e-44
"SEPT6",1.19670793231455e-48,-0.316628924382894,0.152,0.271,1.91963919422577e-44
"UBR5",1.23440915148271e-48,0.284159157465995,0.314,0.19,1.98011571989342e-44
"METTL7A",1.24260269304259e-48,-0.340834004148691,0.091,0.195,1.99325897990962e-44
"HLA.DQA2",1.48848644183195e-48,-0.376279702446193,0.036,0.118,2.38768110134263e-44
"MZT2B",1.86158581753408e-48,0.262643871635252,0.283,0.165,2.98616980990642e-44
"TCERG1",1.94392222734691e-48,0.293321707569318,0.399,0.264,3.11824564488718e-44
"MDH1",2.09662525500762e-48,0.265083129878327,0.342,0.215,3.36319657155772e-44
"PSMB2",2.66568842275115e-48,0.280909975396119,0.362,0.231,4.27603079893512e-44
"EDF1",3.16172222050589e-48,0.432909696115895,0.575,0.46,5.0717186139135e-44
"PNISR",3.2478002708373e-48,0.444130581610304,0.641,0.531,5.20979641445011e-44
"EIF3I",3.90442138118761e-48,0.277652841961646,0.344,0.218,6.26308233756305e-44
"ZFAS1",4.1875737052758e-48,0.521149691558864,0.561,0.448,6.71728698063291e-44
"PPP4R3B",4.22003452268899e-48,0.256117796441284,0.34,0.21,6.7693573778454e-44
"ATP6V0B",4.74305602905769e-48,0.280057072748058,0.335,0.211,7.60833617621144e-44
